recipe_name,recipe_type,category,ratings,ingredients,time_required,calories,fat,carbohydrates,protein,cholesterol,sodium,recipe_categories
Curry Stand Chicken Tikka Masala Sauce,Non-Veg,IndianMainDishes,4.91,"['2 tablespoons ghee (clarified butter)', '1  onion, finely chopped', '4 cloves garlic, minced', '1 tablespoon ground cumin', '1 teaspoon salt', '1 teaspoon ground ginger', '1 teaspoon cayenne pepper', '½ teaspoon ground cinnamon', '¼ teaspoon ground turmeric', '1 (14 ounce) can tomato sauce', '1 cup heavy whipping cream', '2 teaspoons paprika', '1 tablespoon white sugar', '1 tablespoon vegetable oil', '4  skinless, boneless chicken breast halves, cut into bite-size pieces', '½ teaspoon curry powder', '½ teaspoon salt, or to taste (optional)', '1 teaspoon white sugar, or to taste (optional)']",1 hr 20 mins,328.0,23.4,13.2,17.9,106.0,980.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Indian Chicken Curry II,Non-Veg,IndianMainDishes,4.28,"['3 tablespoons olive oil', '1 small onion, chopped', '2 cloves garlic, minced', '3 tablespoons curry powder', '1 teaspoon ground cinnamon', '1 teaspoon paprika', '1  bay leaf', '½ teaspoon grated fresh ginger root', '½ teaspoon white sugar', 'salt to taste', '2  skinless, boneless chicken breast halves - cut into bite-size pieces', '1 tablespoon tomato paste', '1 cup plain yogurt', '¾ cup coconut milk', '½  lemon, juiced', '½ teaspoon cayenne pepper']",45 mins,313.0,21.7,14.0,19.1,38.0,268.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Easy Indian Butter Chicken,Non-Veg,IndianMainDishes,4.72,"['1 cup butter, divided', '1  onion, minced', '1 tablespoon minced garlic', '1 (15 ounce) can tomato sauce', '3 cups heavy cream', '2 teaspoons salt', '1 teaspoon cayenne pepper', '1 teaspoon garam masala', '1\u2009½ pounds skinless, boneless chicken breast, cut into bite-sized chunks', '2 tablespoons vegetable oil', '2 tablespoons tandoori masala']",1 hr,880.0,82.3,12.8,26.4,303.0,1461.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Indian Chicken Curry (Murgh Kari),Non-Veg,IndianMainDishes,4.74,"['2 pounds skinless, boneless chicken breast halves', '2 teaspoons salt', '½ cup cooking oil', '1\u2009½ cups chopped onion', '1 tablespoon minced garlic', '1\u2009½ teaspoons minced fresh ginger root', '1 tablespoon curry powder', '1 teaspoon ground cumin', '1 teaspoon ground turmeric', '1 teaspoon ground coriander', '1 teaspoon cayenne pepper', '1 tablespoon water', '1 (15 ounce) can crushed tomatoes', '1 cup plain yogurt', '1 tablespoon chopped fresh cilantro', '1 teaspoon salt', '½ cup water', '1 teaspoon garam masala', '1 tablespoon chopped fresh cilantro', '1 tablespoon fresh lemon juice']",1 hr,427.0,24.3,14.7,38.1,95.0,1370.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Slow Cooker Butter Chicken,Non-Veg,IndianMainDishes,4.49,"['2 tablespoons butter', '2 tablespoons vegetable oil', '4 large skinless, boneless chicken thighs, cut into bite-sized pieces', '1  onion, diced', '3 cloves garlic, minced', '2 teaspoons curry powder', '1 tablespoon curry paste', '2 teaspoons tandoori masala', '1 teaspoon garam masala', '1 (6 ounce) can tomato paste', '15  green cardamom pods', '1 cup low-fat plain yogurt', '1 (14 ounce) can coconut milk', 'salt to taste']",4 hrs 30 mins,480.0,33.3,17.2,30.6,103.0,442.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Chef John's Chicken Tikka Masala,Non-Veg,IndianMainDishes,4.77,"['1\u2009½ pounds skinless, boneless chicken thighs', '1 tablespoon vegetable oil', '2 teaspoons kosher salt', '2 teaspoons garam masala', '2 teaspoons ground cumin', '1 teaspoon ground coriander', '1 teaspoon smoked paprika', '1 teaspoon ground turmeric', '½ teaspoon ground black pepper', '¼ teaspoon cayenne pepper', '⅛ teaspoon ground cardamom', '2 tablespoons clarified butter (ghee), or more as needed', '1  onion, chopped', '¼ cup tomato paste', '4 cloves garlic, finely grated', '1 tablespoon finely grated ginger, or more to taste', '1 cup crushed tomatoes', '1 (13 ounce) can coconut milk', '½ cup chicken broth, or as needed', '2 tablespoons chopped fresh cilantro', '½ teaspoon red pepper flakes', 'salt and ground black pepper to taste']",1 hr 10 mins,625.0,48.2,19.2,33.5,122.0,1325.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Grilled Chicken Thighs Tandoori,Non-Veg,IndianMainDishes,4.41,"['2 (6 ounce) containers plain yogurt', '2 teaspoons kosher salt', '1 teaspoon black pepper', '½ teaspoon ground cloves', '2 tablespoons freshly grated ginger', '3 cloves garlic, minced', '4 teaspoons paprika', '2 teaspoons ground cumin', '2 teaspoons ground cinnamon', '2 teaspoons ground coriander', '16  chicken thighs', 'olive oil spray']",8 hrs 55 mins,349.0,20.5,5.4,34.2,120.0,618.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Indian Tandoori Chicken,Non-Veg,IndianMainDishes,4.31,"['2 pounds chicken, cut into pieces', '1 teaspoon salt', '1  lemon, juiced', '1\u2009¼ cups plain yogurt', '½  onion, finely chopped', '1 clove garlic, minced', '1 teaspoon grated fresh ginger root', '2 teaspoons garam masala', '1 teaspoon cayenne pepper', '1 teaspoon yellow food coloring', '1 teaspoon red food coloring', '2 teaspoons finely chopped cilantro', '1  lemon, cut into wedges']",1 day,356.0,18.8,13.7,35.6,102.0,734.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Indian Tomato Chicken,Non-Veg,IndianMainDishes,4.53,"['1 large onion, chopped', '4 cloves garlic, chopped', '1 slice fresh ginger root', '1 tablespoon olive oil', '2 teaspoons ground cumin', '1 teaspoon ground turmeric', '1 teaspoon salt', '1 teaspoon ground black pepper', '½ teaspoon ground cardamom', '1 (1 inch) piece cinnamon stick', '¼ teaspoon ground cloves', '2  bay leaves', '¼ teaspoon ground nutmeg', '6  skinless chicken thighs', '1 (14.5 ounce) can whole peeled tomatoes, crushed']",2 hrs 15 mins,134.0,5.4,6.9,14.7,57.0,547.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Chicken Korma II,Non-Veg,IndianMainDishes,4.35,"['¼ cup cashew halves', '¼ cup boiling water', '3 cloves garlic, peeled', '1 (1/2 inch) piece fresh ginger root, peeled and chopped', '3 tablespoons vegetable oil', '2  bay leaves, crumbled', '1 large onion, minced', '1 teaspoon ground coriander', '1 teaspoon garam masala', '1 teaspoon ground cumin', '1 teaspoon ground turmeric', '1 teaspoon chili powder', '3  skinless, boneless chicken breast halves - diced', '¼ cup tomato sauce', '1 cup chicken broth', '½ cup heavy cream', '½ cup plain yogurt', '1 teaspoon cornstarch, mixed with equal parts water']",1 hr,399.0,27.5,13.5,25.4,95.0,528.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Keon's Slow Cooker Curry Chicken,Non-Veg,IndianMainDishes,4.29,"['1 tablespoon butter', '1  onion, chopped', '1 (10.75 ounce) can condensed cream of mushroom soup', '1 (10.75 ounce) can condensed cream of chicken soup', '1 (14 ounce) can coconut milk', '1 packet dry onion soup mix (such as knorr(<sup>&reg;</sup>) french onion soup mix)', '3 tablespoons curry powder, or to taste', '½ teaspoon salt', '½ teaspoon ground black pepper', '2 teaspoons ground cayenne pepper, or to taste', '3 large skinless, boneless chicken breast halves -- trimmed and cut into 1-inch pieces', '1 cup green peas', '2 cups sliced fresh mushrooms']",3 hrs 25 mins,635.0,37.9,32.0,45.2,111.0,2231.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Authentic Chicken Tikka Masala,Non-Veg,IndianMainDishes,4.63,"['¼ cup plain yogurt', '2 teaspoons garam masala', '2 teaspoons paprika', '½ teaspoon freshly ground black pepper', '½ teaspoon salt', '½ teaspoon cayenne pepper', '½ teaspoon ground coriander', '1 pound skinless, boneless chicken breast - cut into 1-inch strips', '3 tablespoons vegetable oil', '1 teaspoon cumin seeds', '1 large onion, chopped', '3 cloves garlic, minced', '1 tablespoon grated fresh ginger', '2  green chile peppers, minced', '2  roma tomatoes, diced', '½ cup tomato paste', '¼ cup water', '1 teaspoon garam masala', '½ teaspoon ground coriander', '½ teaspoon ground turmeric', '½ cup heavy whipping cream', '½ teaspoon salt, or to taste', '½ bunch cilantro for garnish']",3 hrs 15 mins,403.0,25.0,20.5,27.2,100.0,927.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Indian Chicken Curry I,Non-Veg,IndianMainDishes,4.44,"['8  bone-in chicken breast halves, skinless', 'salt and pepper to taste', '1 tablespoon olive oil', '2  onions, peeled and quartered', '1 teaspoon finely chopped fresh ginger root', '1 teaspoon crushed garlic', '1 tablespoon hot (madras) curry powder', '1 (15 ounce) can tomato sauce', '1 (10 ounce) can coconut milk', '4  whole cloves', '4 pods cardamom', '1  cinnamon stick', 'salt to taste']",45 mins,305.0,15.3,9.8,33.0,81.0,443.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Spicy Indian Chicken and Mango Curry,Non-Veg,IndianMainDishes,4.25,"['2 medium mangoes, peeled and sliced, divided', '1 (10 ounce) can coconut milk', '4 teaspoons vegetable oil', '4 teaspoons spicy curry paste', '14 ounces skinless, boneless chicken breast halves - cut into cubes', '4 medium shallots, sliced', '1 large english cucumber, seeded and sliced']",35 mins,398.0,20.4,31.1,26.5,58.0,179.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Makhani Chicken (Indian Butter Chicken),Non-Veg,IndianMainDishes,4.45,"['1\u2009¾ pounds skinless, boneless chicken breast halves - cubed', '1 tablespoon lemon juice', '1 tablespoon chili powder', 'salt to taste', '1 cup yogurt', 'salt to taste', '2 tablespoons garlic paste', '½ tablespoon garam masala', '2 tablespoons melted butter', '1 tablespoon chili powder', '2 tablespoons ginger paste', '2 tablespoons lemon juice', '2 tablespoons olive oil', '1 tablespoon butter', '1 tablespoon garam masala', '1 tablespoon ginger paste', '1 tablespoon chopped garlic', '1 tablespoon chopped green chile pepper', '2 cups tomato puree', '1 tablespoon chili powder', 'salt to taste', '1 cup water', '1 tablespoon honey', '½ teaspoon dried fenugreek leaves', '1 cup heavy cream']",5 hrs 15 mins,492.0,28.4,19.0,35.8,149.0,666.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Tandoori Chicken II,Non-Veg,IndianMainDishes,4.16,"['½ teaspoon curry powder', '½ teaspoon red pepper flakes', '½ teaspoon kosher salt', '¼ teaspoon ground ginger', '¼ teaspoon paprika', '¼ teaspoon ground cinnamon', '¼ teaspoon ground turmeric', '2 tablespoons water', '4  skinless, boneless chicken breast halves']",50 mins,264.0,5.8,0.7,49.1,134.0,358.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Curried Chicken and Brown Rice Casserole,Non-Veg,IndianMainDishes,4.23,"['1 cup water', '1 (8 ounce) can stewed tomatoes', '¾ cup quick-cooking brown rice', '½ cup raisins', '1 tablespoon lemon juice', '3 teaspoons curry powder', '1 cube chicken bouillon', '½ teaspoon ground cinnamon', '¼ teaspoon salt', '2 cloves garlic, minced', '1  bay leaf (optional)', '¾ pound skinless, boneless chicken breast halves - cut into 1 inch pieces']",1 hr 15 mins,241.0,2.0,34.5,22.7,50.0,620.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Murgh Makhani (Indian Butter Chicken),Non-Veg,IndianMainDishes,4.85,"['⅓ cup plain nonfat yogurt', '1 tablespoon tandoori masala powder', '1\u2009½ pounds boneless, skinless chicken thighs, cut into 1-inch pieces', '½  onion, chopped', '1 (1 inch) piece fresh ginger', '1 clove garlic', '2 tablespoons water', '3 tablespoons cooking oil, divided', '2 teaspoons garam masala', '¼ teaspoon indian chili powder', '1 cup tomato sauce', '1 cup half and half', '2 tablespoons butter', '1 teaspoon dried fenugreek leaves', '1 teaspoon salt']",1 hr 50 mins,474.0,30.4,12.9,38.1,179.0,1141.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Easy Slow Cooker Chicken Tikka Masala,Non-Veg,IndianMainDishes,4.34,"['1\u2009½ pounds skinless, boneless chicken breast, cut in bite-sized pieces', '1 (14.5 ounce) can tomato sauce', '1 cup plain yogurt', '1  jalapeno pepper, seeded and minced', '1 tablespoon minced fresh ginger', '1 tablespoon ground cumin', '2 teaspoons garam masala', '2 teaspoons ground black pepper', '2 teaspoons paprika', '1 clove garlic, minced', '1 teaspoon ground cinnamon', '1 teaspoon ground coriander', '1 teaspoon salt', '1 cup heavy whipping cream', '¼ cup fresh cilantro, chopped', 'lemon, juiced']",6 hrs 15 mins,456.0,27.9,10.4,40.7,182.0,761.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Evin's Indian Apricot Chicken,Non-Veg,IndianMainDishes,4.47,"['1 pound chicken tenders, cut into bite-size pieces', '2 teaspoons garam masala', '1 teaspoon garlic powder', 'salt and black pepper to taste', '2 tablespoons olive oil', '½  yellow onion, finely diced', '1\u2009½ cups chicken stock, or as needed', '1 cup apricot preserves', '¼ cup white vinegar', '1 teaspoon hot pepper sauce (such as tabasco(<sup>&reg;</sup>))', '1 teaspoon lime zest', '1 tablespoon butter']",40 mins,426.0,13.0,55.8,24.9,73.0,377.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Easy Chicken Korma,Non-Veg,IndianMainDishes,4.36,"['3 tablespoons olive oil', '3 tablespoons butter', '2 large onions, chopped', '6 tablespoons plain yogurt', '2 tablespoons mango chutney', '4 cloves garlic, minced', '2 teaspoons turmeric powder', '1 teaspoon red chile powder', '2 teaspoons garam masala', '2 teaspoons salt', '4  boneless skinless chicken breast halves, chopped', '⅓ cup sliced almonds']",55 mins,423.0,25.9,16.7,31.5,93.0,1412.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Curried Mango Chicken,Non-Veg,IndianMainDishes,4.4,"['1 tablespoon butter', '1  onion, chopped', '3 cloves garlic, minced', '2 pounds skinless, boneless chicken breast meat - cut into bite-size pieces', '3 tablespoons curry paste', '½ cup mango chutney', '1 (28 ounce) can diced tomatoes, drained']",35 mins,261.0,5.7,16.5,33.1,91.0,443.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Easy Chicken Curry,Non-Veg,IndianMainDishes,3.8,"['6  skinless, boneless chicken breast halves - cut into strips', '¼ cup olive oil', '2 large onions, diced', '⅓ cup curry powder, or to taste']",1 hr 15 mins,247.0,11.3,7.9,28.5,68.0,82.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Easy Indian-Style Chicken,Non-Veg,IndianMainDishes,4.19,"['2 tablespoons vegetable oil', '1 teaspoon cumin seed', '1  onion, finely chopped', '¼ cup tomato paste', '¼ cup water', '1 pound skinless, boneless chicken breast halves - cubed', '½ (14 ounce) can coconut milk', '½ teaspoon brown sugar', '½ teaspoon hot chile paste (optional)', '1 pinch cayenne pepper (optional)', '¾ teaspoon ground turmeric', 'salt and pepper to taste', '½ cup chopped cilantro']",50 mins,316.0,20.0,11.4,24.6,59.0,196.0,"['Indian Main Dishes', 'Indian', 'Non-Veg']"
Roomali Roti,Veg,IndianBreads,4.38961029052734,"['2 cups bread flour', '1 teaspoon salt', '2 tablespoons vegetable oil', '2/3 cup water']",1 h 20 m,41.0,4.6,0.0,0.0,0.0,388.0,"['Veg', 'Indian Breads', 'Indian']"
Dosas (Indian-style Pancakes),Veg,IndianBreads,3.66666674613953,"['1 cup brown rice flour', '1/2 cup whole wheat flour', '1 1/2 cups water', '1 red onion, finely chopped', '1 clove garlic, minced', '1/4 cup fresh cilantro, chopped', '1/4 teaspoon white sugar', '1/2 teaspoon ground turmeric', '1 teaspoon ground cumin', '2 teaspoons whole mustard seeds', '1 teaspoon cumin seeds', '1 teaspoon ground coriander', '1 teaspoon ground ginger', '1 pinch cayenne pepper', '3 tablespoons rice vinegar', '1 tablespoon vegetable oil']",1 h 5 m,119.0,2.8,21.2,2.9,0.0,4.0,"['Veg', 'Indian Breads', 'Indian']"
Quick Whole Wheat Chapati,Veg,IndianBreads,4.81818199157715,"['2 1/2 cups whole wheat flour', '3/4 teaspoon salt', '1 cup water']",20 m,127.0,0.7,27.2,5.1,0.0,221.0,"['Veg', 'Indian Breads', 'Indian']"
Naan,Veg,IndianBreads,4.70717763900757,"['1 (.25 ounce) package active dry yeast', '1 cup warm water', '1/4 cup white sugar', '3 tablespoons milk', '1 egg, beaten', '2 teaspoons salt', '4 1/2 cups bread flour', '2 teaspoons minced garlic (optional)', '1/4 cup butter, melted']",3 h,52.0,3.7,4.1,0.8,22.0,363.0,"['Veg', 'Indian Breads', 'Indian']"
Indian Chapati Bread,Veg,IndianBreads,4.58454084396362,"['1 cup whole wheat flour', '1 cup all-purpose flour', '1 teaspoon salt', '2 tablespoons olive oil', '3/4 cup hot water or as needed']",30 m,110.0,3.0,18.2,2.9,0.0,234.0,"['Veg', 'Indian Breads', 'Indian']"
Indian Naan II,Veg,IndianBreads,4.50340127944946,"['2/3 cup warm water (110 degrees F/45 degrees C)', '1 teaspoon active dry yeast', '1 teaspoon white sugar', '2 cups all-purpose flour', '1 teaspoon salt', '1/4 cup ghee', '2 tablespoons plain yogurt', '2 teaspoons kalonji (onion seed)']",2 h 25 m,237.0,9.3,33.3,4.9,23.0,393.0,"['Veg', 'Indian Breads', 'Indian']"
Indian Sweet Bread,Veg,IndianBreads,4.25,"['2 cups all-purpose flour', '1/4 teaspoon salt', '2/3 cup water', '1/4 cup white sugar', '1 tablespoon vegetable oil']",40 m,102.0,1.4,20.1,2.2,0.0,49.0,"['Veg', 'Indian Breads', 'Indian']"
Roti Bread from India,Veg,IndianBreads,4.22727251052856,"['2 cups durum wheat flour', '1/2 teaspoon salt', '3/4 cup water', '1 tablespoon vegetable oil']",45 m,119.0,1.9,22.8,4.4,0.0,98.0,"['Veg', 'Indian Breads', 'Indian']"
Naan Bread,Veg,IndianBreads,3.96825385093689,"['2 tablespoons warm water (110 degrees F/45 degrees C)', '1 teaspoon white sugar', '1 (.25 ounce) package active dry yeast', '1/4 cup warm milk', '1/4 cup plain yogurt, room temperature', '4 tablespoons melted butter', '3 cups unbleached all-purpose flour', '1 teaspoon salt', '1/2 teaspoon baking powder', '1/2 teaspoon nigella seeds (kalonji) (optional)']",5 h 5 m,314.0,8.9,50.0,7.7,22.0,494.0,"['Veg', 'Indian Breads', 'Indian']"
Whole Wheat Chapati,Veg,IndianBreads,4.35897445678711,"['1 cup whole wheat flour', '1 pinch salt', '1 tablespoon olive oil', '1/4 cup water']",12 m,132.0,3.9,21.8,4.1,0.0,2.0,"['Veg', 'Indian Breads', 'Indian']"
Naan-like Easy Flatbread,Veg,IndianBreads,4.23333311080933,"['2 cups all-purpose flour, or more as needed', '1/2 teaspoon baking soda', '1/2 teaspoon baking powder', '1/2 teaspoon cumin seeds', '1/2 teaspoon white sugar', '1 cup milk', '2 tablespoons oil, divided']",37 m,322.0,8.7,51.3,8.5,5.0,245.0,"['Veg', 'Indian Breads', 'Indian']"
Spiced Naan,Veg,IndianBreads,4.58823537826538,"['2 cups bread flour', '1 teaspoon salt', '1/2 (.25 ounce) package instant yeast', '1 teaspoon honey', '3/4 cup water', '1 1/2 tablespoons melted butter', '2 tablespoons butter', '1 onion, chopped', '2 cloves garlic, minced', '1 teaspoon minced fresh ginger root', '2 teaspoons ground coriander', '1 teaspoon ground cumin', '1 teaspoon ground cinnamon', '1 pinch chili powder', '3 tablespoons raisins', '1/4 cup flaked coconut', '2 tablespoons water']",2 h,440.0,15.5,66.3,10.3,27.0,666.0,"['Veg', 'Indian Breads', 'Indian']"
Akki Rotti,Veg,IndianBreads,4.33333349227905,"['1/2 cup green mung beans (green gram)', '1 cup water', '2 cups white rice flour', '1 teaspoon cumin seeds', '2 1/2 teaspoons finely chopped green chile peppers', '1/4 teaspoon asafoetida powder', '2 tablespoons finely chopped fresh cilantro', '1/2 cup unsweetened shredded coconut', '1/4 cup shredded carrot', 'salt to taste', '1/2 cup vegetable oil, divided']",1 d 50 m,629.0,36.7,69.0,6.7,0.0,71.0,"['Veg', 'Indian Breads', 'Indian']"
Potato Chapati Bread,Veg,IndianBreads,4.33333349227905,"['1 cup mashed potatoes', 'salt to taste', '1/2 teaspoon cayenne pepper', '1/2 teaspoon ground turmeric', '1 tablespoon fresh cilantro, finely chopped', '3 tablespoons vegetable oil', '2 cups whole wheat flour', '3/4 cup vegetable oil for frying', '1 tablespoon butter, melted']",45 m,400.0,18.6,53.1,9.3,9.0,183.0,"['Veg', 'Indian Breads', 'Indian']"
Ada (Adai),Veg,IndianBreads,4.25,"['1 cup split Bengal gram (chana dal)', '1 cup skinned split black lentils (urad dal)', '1/2 cup split yellow lentils (moong dal)', '1 cup rice', 'salt to taste', '2 dried red chile peppers, or to taste', 'water, as needed', '2 tablespoons cumin seeds', '2 tablespoons cooking oil']",8 h 50 m,177.0,2.5,29.9,9.1,0.0,10.0,"['Veg', 'Indian Breads', 'Indian']"
Pesarattu,Veg,IndianBreads,5,"['2 cups skin-on, whole green lentils (sabut moong dal)', '1 cup uncooked white rice', '5 green chile peppers', '1 (1/2 inch) piece fresh ginger root, peeled', '1 tablespoon cumin seeds', 'salt to taste', 'cooking spray', '6 tablespoons chopped onion (optional)']",4 h 50 m,179.0,2.3,34.1,5.8,0.0,163.0,"['Veg', 'Indian Breads', 'Indian']"
Roti Canai/Paratha (Indian Pancake),Non-Veg,IndianBreads,4.75,"['3/4 cup warm water', '1 teaspoon salt', '1 pinch white sugar', '4 3/4 cups all-purpose flour', '3 1/2 tablespoons clarified butter (ghee)', '1 egg', '1 teaspoon water', '2 tablespoons ghee (clarified butter), divided']",2 h 30 m,357.0,10.1,56.8,8.5,46.0,302.0,"['Egg', 'Indian Breads', 'Non_Veg', 'Indian']"
Eggless Mango Bread,Veg,IndianBreads,4.66666650772095,"['1 cup diced fresh mango', '1/4 cup hot water', '1/2 cup white sugar', '1/2 cup skim milk powder', '1/2 cup yogurt', '1/2 cup sunflower oil', '2 cups whole wheat flour', '1 teaspoon baking powder', '1 teaspoon baking soda']",55 m,139.0,5.8,18.9,4.0,0.0,123.0,"['Veg', 'Indian Breads', 'Indian']"
Adipoli Parathas,Non-Veg,IndianBreads,4.5,"['For the dough:', '2 cups whole wheat flour', '1/4 cup vegetable oil', '2/3 cup water', 'For the filling:', '1/2 cup vegetable oil', '1/2 teaspoon mustard seeds', '1 green chile pepper, chopped', '1 (1 1/2 inch) piece ginger, grated', '2 onions, peeled and finely chopped', '10 fresh curry leaves', '1/2 teaspoon ground turmeric', 'sea salt to taste', '6 ounces uncooked prawns, peeled and deveined', '2 eggs, beaten']",2 h,349.0,22.5,28.6,10.8,73.0,60.0,"['Egg', 'Indian Breads', 'Non-Veg', 'Indian']"
Best Vegan Naan,Veg,IndianBreads,4.5,"['1/2 cup lukewarm water', '2 teaspoons white sugar', '1 tablespoon active dry yeast', '4 1/2 cups bread flour', '2 teaspoons salt', '1 teaspoon baking powder', '1/4 teaspoon baking soda', '1/4 cup coconut oil, melted', '3/4 cup plain non-dairy yogurt', '2 tablespoons canola oil']",1 h 55 m,113.0,11.2,4.0,0.6,0.0,684.0,"['Veg', 'Vegan', 'Indian Breads', 'Indian']"
Thalipeeth,Veg,IndianBreads,0,"['1/2 cup sorghum flour (jowar)', '1/2 cup pearl millet flour (bajra)', '1/2 cup rice flour', '1/2 cup amaranth flour (rajgira)', '1/2 cup red millet flour (ragi)', '1/4 cup whole wheat flour', '2 green chilies, finely chopped', '1/2 onion, finely chopped', '1 (1/2 inch) piece ginger, finely chopped', '1 tablespoon ghee', '1 teaspoon carom (ajwain) seeds', 'salt to taste', '2 tablespoons warm water, or as needed', '1 tablespoon melted ghee, or as needed']",30 m,428.0,9.3,76.5,10.2,16.0,46.0,"['Veg', 'Indian Breads', 'Indian']"
Indian Potato-Stuffed Paratha,Veg,IndianBreads,0,"['3 medium potatoes, peeled and cubed', '2 cups whole wheat flour (atta)', 'salt to taste', '1/4 cup water, or as needed', '2 green chile peppers, finely chopped', '2 dried roasted red chile peppers, crushed', '1 teaspoon chopped coriander leaves, or to taste', '1 teaspoon garam masala', '1/2 teaspoon roasted ground cumin', '1/2 teaspoon amchoor (dried mango powder) (optional)', '1 pinch asafoetida powder', 'salt to taste', 'vegetable oil for frying']",1 h 20 m,359.0,2.9,76.1,12.3,0.0,96.0,"['Veg', 'Indian Breads', 'Indian']"
Indian Crisp Rice Pancake (Dosa),Veg,IndianBreads,0,"['3 cups uncooked rice', '1 cup urad dal', '2 teaspoons fenugreek seeds', '6 cups water', 'salt to taste', '6 tablespoons cooking oil, divided', '6 teaspoons butter, divided']",8 h 12 m,612.0,18.8,94.2,14.8,11.0,80.0,"['Veg', 'Indian Breads', 'Indian']"
Parathas,Veg,IndianBreads,0,"['1 1/2 cups all-purpose flour', '1/2 cup whole wheat flour', '1 teaspoon salt', '1 tablespoon melted butter', '1 teaspoon white sugar', '1/2 teaspoon garlic powder', '1 teaspoon dried mixed herbs', '3/4 cup water', 'oil for frying']",49 m,139.0,3.2,24.1,3.5,4.0,302.0,"['Veg', 'Indian Breads', 'Indian']"
Chai Tea Ice Cream,Veg,IndianDesserts,4.33333349227905,"['3 cups whole milk, or more to taste', '3 cups heavy whipping cream', '3 cups white sugar', '4 cinnamon sticks', '4 tablespoons Indian-style plain black tea', '3 tablespoons garam masala (Indian spice blend)', '10 black peppercorns', '6 cardamom pods', '2 whole star anise pods', '1 teaspoon ground nutmeg', '1 tablespoon vanilla extract', '1 cup chopped semisweet chocolate (optional)']",5 h 35 m,523.0,29.0,65.5,4.7,88.0,52.0,"['Indian', 'Indian Desserts', 'Veg']"
Besan Laddu,Veg,IndianDesserts,5,"['2 cups chickpea flour (besan)', '1 cup clarified butter (ghee)', '1 cup white sugar, or to taste', '2 teaspoons finely chopped pistachio nuts', '1 teaspoon finely chopped cashews']",45 m,137.0,9.2,12.9,1.8,22.0,7.0,"['Indian', 'Indian Desserts', 'Veg']"
Rasgullas,Veg,IndianDesserts,4.75,"['6 cups milk', '3 tablespoons fresh lime juice', '2 1/2 cups white sugar', '6 cups water', '1 teaspoon ground cardamom']",1 h 50 m,134.0,1.5,28.7,2.4,6.0,32.0,"['Indian', 'Indian Desserts', 'Veg']"
Rose Ice Cream,Veg,IndianDesserts,4.90909099578857,"['1 pinch saffron', '2 tablespoons warm milk', '1 1/2 quarts vanilla ice cream, softened', '1 1/2 tablespoons rose syrup', '1/2 teaspoon ground cardamom', '1/4 cup chopped pistachio nuts']",2 h 20 m,233.0,12.9,26.8,4.5,44.0,101.0,"['Indian', 'Indian Desserts', 'Veg']"
Besan (Gram Flour) Halwa,Veg,IndianDesserts,4.5789475440979,"['1 cup milk', '1/2 cup water', '1/2 teaspoon ground cardamom', '3/4 cup ghee (clarified butter)', '1 cup chickpea flour (besan)', '1 cup sugar']",35 m,323.0,20.5,33.4,3.4,52.0,13.0,"['Indian', 'Indian Desserts', 'Veg']"
Kheer (Rice Pudding),Veg,IndianDesserts,4.45454549789429,"['2 cups coconut milk', '2 cups milk', '3 tablespoons white sugar', '1/2 cup Basmati rice', '1/4 cup raisins', '1/2 teaspoon ground cardamom', '1/2 teaspoon rose water (optional)', '1/4 cup sliced almonds, toasted', '1/4 cup chopped pistachio nuts']",35 m,513.0,33.4,48.2,11.3,10.0,99.0,"['Indian', 'Indian Desserts', 'Veg']"
Kulfi,Veg,IndianDesserts,4.57627105712891,"['1 1/4 cups evaporated milk', '1 1/4 cups sweetened condensed milk', '1 (16 ounce) container frozen whipped topping, thawed', '4 slices white bread, torn into pieces', '1/2 teaspoon ground cardamom']",8 h 20 m,139.0,7.2,16.4,2.7,9.0,67.0,"['Indian', 'Indian Desserts', 'Veg']"
